Protein.Group,Gene.Symbol,hDIA02_2nd_fraction001,hDIA02_2nd_fraction002,hDIA02_2nd_fraction003,hDIA02_2nd_fraction004,hDIA02_2nd_fraction005,hDIA02_2nd_fraction006,hDIA02_2nd_fraction007,hDIA02_2nd_fraction008,hDIA02_2nd_fraction009,hDIA02_2nd_fraction010,hDIA02_2nd_fraction011,hDIA02_2nd_fraction012,hDIA02_2nd_fraction013,hDIA02_2nd_fraction014,hDIA02_2nd_fraction015,hDIA02_2nd_fraction016,hDIA02_2nd_fraction017,hDIA02_2nd_fraction018,hDIA02_2nd_fraction019,hDIA02_2nd_fraction020,hDIA02_2nd_fraction021,hDIA02_2nd_fraction022,hDIA02_2nd_fraction023,hDIA02_2nd_fraction024,hDIA02_2nd_fraction025,hDIA02_2nd_fraction026,hDIA02_2nd_fraction027,hDIA02_2nd_fraction028,hDIA02_2nd_fraction029,hDIA02_2nd_fraction030,hDIA02_2nd_fraction031,hDIA02_2nd_fraction032,hDIA02_2nd_fraction033,hDIA02_2nd_fraction034,hDIA02_2nd_fraction035,hDIA02_2nd_fraction036,hDIA02_2nd_fraction037,hDIA02_2nd_fraction038,hDIA02_2nd_fraction039,hDIA02_2nd_fraction040,hDIA02_2nd_fraction041,hDIA02_2nd_fraction042,hDIA02_2nd_fraction043,hDIA02_2nd_fraction044,hDIA02_2nd_fraction045,hDIA02_2nd_fraction046,hDIA02_2nd_fraction047,hDIA02_2nd_fraction048,hDIA02_2nd_fraction049,hDIA02_2nd_fraction050,hDIA02_2nd_fraction051,hDIA02_2nd_fraction052,hDIA02_2nd_fraction053,hDIA02_2nd_fraction054,hDIA02_2nd_fraction055,hDIA02_2nd_fraction056,hDIA02_2nd_fraction057,hDIA02_2nd_fraction058,hDIA02_2nd_fraction059,hDIA02_2nd_fraction060,hDIA02_2nd_fraction061,hDIA02_2nd_fraction062,hDIA02_2nd_fraction063,hDIA02_2nd_fraction064,hDIA02_2nd_fraction065,hDIA02_2nd_fraction066,hDIA02_2nd_fraction067,hDIA02_2nd_fraction068,hDIA02_2nd_fraction069,hDIA02_2nd_fraction070,hDIA02_2nd_fraction071,hDIA02_2nd_fraction072,hDIA02_2nd_fraction073,hDIA02_2nd_fraction074,hDIA02_2nd_fraction075,hDIA02_2nd_fraction076,hDIA02_2nd_fraction077,hDIA02_2nd_fraction078,hDIA02_2nd_fraction079,hDIA02_2nd_fraction080,hDIA02_2nd_fraction081,hDIA02_2nd_fraction082,hDIA02_2nd_fraction083,hDIA02_2nd_fraction084,hDIA02_2nd_fraction085,hDIA02_2nd_fraction086,hDIA02_2nd_fraction087,hDIA02_2nd_fraction088,hDIA02_2nd_fraction089,hDIA02_2nd_fraction090,hDIA02_2nd_fraction091,hDIA02_2nd_fraction092,hDIA02_2nd_fraction093,hDIA02_2nd_fraction094,hDIA02_2nd_fraction095,hDIA02_2nd_fraction096,hDIA02_2nd_fraction097,hDIA02_2nd_fraction098,hDIA02_2nd_fraction099,hDIA02_2nd_fraction100,hDIA02_2nd_fraction101,hDIA02_2nd_fraction102,hDIA02_2nd_fraction103,hDIA02_2nd_fraction104,hDIA02_2nd_fraction105,hDIA02_2nd_fraction106,hDIA02_2nd_fraction107,hDIA02_2nd_fraction108,hDIA02_2nd_fraction109,hDIA02_2nd_fraction110,hDIA02_2nd_fraction111,hDIA02_2nd_fraction112,hDIA02_2nd_fraction113,hDIA02_2nd_fraction114,hDIA02_2nd_fraction115,hDIA02_2nd_fraction116,hDIA02_2nd_fraction117,hDIA02_2nd_fraction118,hDIA02_2nd_fraction119,hDIA02_2nd_fraction120,hDIA02_2nd_fraction121,hDIA02_2nd_fraction122,hDIA02_2nd_fraction123,hDIA02_2nd_fraction124,hDIA02_2nd_fraction125,hDIA02_2nd_fraction126,hDIA02_2nd_fraction127,hDIA02_2nd_fraction128,hDIA02_2nd_fraction129,hDIA02_2nd_fraction130,hDIA02_2nd_fraction131,hDIA02_2nd_fraction132,hDIA02_2nd_fraction133,hDIA02_2nd_fraction134,hDIA02_2nd_fraction135,hDIA02_2nd_fraction136,hDIA02_2nd_fraction137,hDIA02_2nd_fraction138,hDIA02_2nd_fraction139,hDIA02_2nd_fraction140,hDIA02_2nd_fraction141,hDIA02_2nd_fraction142,hDIA02_2nd_fraction143,hDIA02_2nd_fraction144,hDIA02_2nd_fraction145,hDIA02_2nd_fraction146,hDIA02_2nd_fraction147,hDIA02_2nd_fraction148,hDIA02_2nd_fraction149,hDIA02_2nd_fraction150,hDIA02_2nd_fraction151,hDIA02_2nd_fraction152,hDIA02_2nd_fraction153,hDIA02_2nd_fraction154,hDIA02_2nd_fraction155,hDIA02_2nd_fraction156,hDIA02_2nd_fraction157,hDIA02_2nd_fraction158,hDIA02_2nd_fraction159,hDIA02_2nd_fraction160,hDIA02_2nd_fraction161,hDIA02_2nd_fraction162,hDIA02_2nd_fraction163,hDIA02_2nd_fraction164,hDIA02_2nd_fraction165,hDIA02_2nd_fraction166,hDIA02_2nd_fraction167,hDIA02_2nd_fraction168,hDIA02_2nd_fraction169,hDIA02_2nd_fraction170,hDIA02_2nd_fraction171,hDIA02_2nd_fraction172,hDIA02_2nd_fraction173,hDIA02_2nd_fraction174,hDIA02_2nd_fraction175,hDIA02_2nd_fraction176,hDIA02_2nd_fraction177,hDIA02_2nd_fraction178,hDIA02_2nd_fraction179,hDIA02_2nd_fraction180,hDIA02_2nd_fraction181,hDIA02_2nd_fraction182,hDIA02_2nd_fraction183,hDIA02_2nd_fraction184,hDIA02_2nd_fraction185,hDIA02_2nd_fraction186,hDIA02_2nd_fraction187,hDIA02_2nd_fraction188,hDIA02_2nd_fraction189,hDIA02_2nd_fraction190,hDIA02_2nd_fraction191,hDIA02_2nd_fraction192
P30153,PPP2R1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935365.9764,357448.2372,584801.7787,1353779.923,976910.0877,5301494.227,2333471.383,1368409.345,2273084.171,1973479.373,1853074.508,1560437.054,3446848.557,4794254.385,3254197.022,2548423.817,1671398.74,1271718.36,838473.0861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1186841.673,2538515.602,947140.3502,1774634.011,1963507.321,1283112.655,1386335.081,1904531.067,1356865.522,1710632.751,1118007.733,1091191.046,1206066.997,971096.3363,1139130.179,1327126.035,NA,1771901.796,3107029.791,2937250.282,3636757.913,7964832.939,8700403.859,9172902.14,8787776.08,8142011.885,10840328.76,11893315.81,10856501.45,8836494.443,9353506.279,6891449.983,10734997.65,14940368.77,23453898.62,33916030.23,43513420.49,41894906.83,29300724.85,36557713.39,25889774.93,17546420.25,20363402.17,18937299.94,18149273.9,14725694.03,16193836.08,16709357.41,18370188.13,13553814.08,8749680.784,8986108.776,9211488.178,8218234.864,8376567.499,9176329.951,6881000.637,6829242.063,5072100.326,7763310.925,10335893.45,10024303.08,13959665.44,15901766.14,16726346.1,10844532.55,13659771.68,16462683.13,7688617.606,13176133.17,10712697.29,8457423.541,10708852.5,10559012.1,11705425.23,11645749.55,14321246.28,16579636.91,16019419.94,18846970.12,20534130.31,14794720.74,13167610.98,16487965.05,14160655.46,15377570.87,14412517.38,12885512.75,10667745.92,7361036.192,7594076.876,3465823.262,5881749.026,5186677.811,3964697.738,4476482.492,4351468.215,2492898.697
P63151,PPP2R2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584990.9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341690.5555,560707.0225,887738.6196,870342.8409,802151.2318,691826.7868,751727.9217,556657.6487,636157.0379,618831.1969,883023.4563,NA,446706.2997,442644.7527,439460.5421,280046.0188,509419.8206,507964.2474,686449.8864,660111.587,674514.665,911955.9288,1135533.911,1314299.603,1210648.724,1508402.664,1224239.624,1654399.223,1651269.058,2049285.147,2890604.49,4324116.229,6600759.303,7135859.03,12922539.02,14392212.04,13722607.47,19089188.5,16784503.4,17896766.6,14088786.3,12786161.37,12400395.48,11922647.18,8738003.243,4832531.399,4694690.785,4759057.277,3780612.311,3751360.96,4319832.499,2853074.883,2661972.711,1846816.519,2271761.928,2147538.962,1772277.8,1800804.81,1738504.534,1845298.998,1178756.269,1448214.307,1858604.759,907536.4518,1627831.798,1445984.274,1157719.754,1315101.814,1291312.2,992741.0299,1153611.543,1391301.565,1202287.865,1159940.326,1237016.678,1149024.855,872906.6381,757991.5647,1001252.519,992144.7553,1122910.196,1072392.975,1021439.157,939667.366,781506.0604,866025.467,355443.8501,731274.3203,684670.2584,535944.6956,558484.1287,576864.563,422315.0937
Q66LE6,PPP2R2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60239,SH3BP5,NA,NA,NA,NA,NA,NA,NA,99257.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57396.1,NA,64881.3,NA,141295,207342,NA,164813,229545,175032,184233,NA,173665,162385,124378,119154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7L8J4,SH3BP5L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050430,NA,NA,NA,1048670,NA,NA,NA,NA,96761.2,NA,NA,80953.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360938,290583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46952,HAAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1722103.263,6028676.383,12013714.75,10286689.53,5568112.04,3017230.599,NA,NA,NA,NA,1903483.158,1339355.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P31937,HIBADH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2237030.554,5955928.764,38817417.16,185123284.2,335431617,186744215.4,44150241.19,28997318.04,41454114.6,33107463.67,33120019.42,21351512.91,17907474.53,15800250.69,9031933.826,8276564.935,6511083.414,5108132.952,5603083.739,5204652.843,4002243.299,5535130.881,5293076.637,4279872.385,2092955.511,NA,1987935.061,2261453.847,1190603.44,NA,1028772.903,1024132.757,774031.7777,798226.1653,585219.3996,652123.3559,380157.5492,NA,NA,NA,587411.7188,NA,NA,NA,NA,285370.1634,195661.0984,NA,419401.4924,446849.7308,NA,NA,NA,NA,NA,NA,NA,NA,223237.891,NA,NA,465855.8404,NA,NA,441045.7272,NA,NA,NA,359694.1102,NA,NA,NA,91523.16111,NA,155689.2891,120106.0612,NA,NA,115524.8398,NA,NA,NA,NA,NA,102765.4458,NA,93437.25216,NA,90910.25603,108776.4177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74669.4949,NA,NA,NA,NA,117166.2937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13542,EIF4EBP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819973.3552,1541909.692,2116426.903,3253044.684,2292997.492,1823319.306,864263.7783,929733.0489,832912.9739,390343.1938,300496.9695,271029.9446,258438.6936,254800.6632,NA,NA,NA,210316.001,NA,NA,NA,NA,151083.8779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23377.82956,NA,NA,NA,NA,NA,NA,17528.32721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NRA8,EIF4ENIF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564777,721316,710448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P08195,SLC3A2,NA,NA,227988.3926,NA,NA,NA,NA,180260.0245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457442.5395,NA,1791992.813,NA,2217002.951,NA,1328348.407,1569970.574,1277916.076,1106292.55,1854006.533,293931.7684,418797.6841,348627.5444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668817.3457,953366.5191,766867.1541,494906.0717,461824.8644,349641.5805,261773.4797,211968.6433,422207.1197,439545.5403,330409.8815,176441.7937,NA,NA,NA,1282121.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148546.7433,103316.3592,NA,238918.6153,NA,337128.5469,199489.543,147212.4924,NA,100415.3301,111802.5034,116403.8212,59180.39104,154761.247,NA,NA,NA,NA,60785.0873,65060.76247,85451.92863,69666.24126,47047.63309,NA,77801.17035,102484.0359,NA,NA,NA,49862.17578,61080.30708,73982.99639,106242.7703,84236.66624,NA,99012.68434,75116.54923,75962.80637,81317.64403,77406.33986,NA,67744.22758,62765.39482,97854.4685,104470.4263,73258.65667,96197.60397,NA,57158.39829,29206.71414,62365.27864,84739.05175,NA,41852.13727,63024.10217,NA
Q7L1Q6,BZW1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2607805.636,3765768.337,NA,3929181.718,3204183.331,2031078.453,1411670.495,NA,NA,NA,NA,NA,NA,NA,1039226.338,1012907.53,1385722.424,872243.8888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310481.2751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95818.13285,NA,196048.3557,NA,113569.6719,NA,NA,NA,NA,NA,NA,NA,126751.4382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H0P0,NT5C3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747531.6066,1156659.106,950075.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q969T7,NT5C3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762055.1668,1595465.654,1245166.324,1891928.934,NA,NA,2067191.329,2435962.413,1555222.98,1854778.866,1529993.335,1751709.64,1155041.28,1562011.659,1035609.804,805987.5918,1656826.701,740004.3472,737079.247,NA,NA,736090.5415,300988.7104,369479.4199,475388.0156,283324.34,351290.7037,NA,NA,NA,266614.2046,235921.1559,211912.8958,244242.9197,154163.7245,199502.5394,NA,176384.5671,NA,NA,NA,96916.26433,NA,75692.97531,NA,NA,NA,NA,NA,NA,238355.2887,NA,192095.6446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133484.0128,NA,NA,NA,NA,NA,42183.57544,NA,49489.85611,NA,NA,81249.28873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32224.91398,28869.08273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P49902,NT5C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3690223.535,5143180.589,12169070.52,10003971.63,7718753.802,6055360.802,4995367.205,4669062.984,4660449.161,4075333.919,5311230.439,5126765.073,4373527.834,5106234.123,5172535.939,6658161.538,3779369.513,1074485.664,1474369.454,2139024.217,982210.8742,1655471.732,985733.525,872917.0767,1377838.439,1438345.218,1631178.225,1420974.278,1743214.428,1581282.426,1635513.78,NA,1724602.101,2020323.285,2019727.964,1975267.67,2745649.194,2260871.909,2856441.835,2881266.231,2554249.555,5088527.001,5042880.768,4716047.148,4937388.219,5636388.068,3777139.613,4351560.621,3857109.868,4140961.478,3724359.38,3989040.725,3665307.385,2713025.817,3729934.533,3190010.635,2276523.153,3440663.114,3390716.742,3720768.303,3256046.494,3395121.714,3254267.136,2959613.86,2124515.85,1148418.479,1105559.622,1014176.497,1016583.239,811808.523,1109303.177,667896.5936,635985.1787,369964.857,503446.648,415405.2395,340312.2736,332177.8503,316239.9898,343658.117,236972.412,244000.5834,376163.3373,147214.1521,328196.8651,332188.3715,227944.4714,324935.3114,321399.3247,194339.0252,311627.1888,330510.4074,377808.0607,239174.6695,305967.0304,222314.6464,211073.6843,197016.7705,261708.5322,260283.0182,205871.3898,270358.9704,299792.1752,205256.9051,184900.0437,206311.666,93968.49588,161571.9192,145412.7273,143030.3829,161063.9328,147219.3755,82207.17075
P52209,PGD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992786.784,864754.6848,1723674.525,1756893.287,1144691.954,1202600.103,392065.1847,1359411.746,1642496.032,3472426.633,2888899.157,5202424.62,13152393.5,426638492.2,462457633.7,343830684.5,78693945.15,25261385.2,10086487.13,6096236.896,4277607.633,2621209.103,2700945.209,2233212.842,2373972.583,NA,1980140.026,NA,1922317.836,NA,2254507.402,NA,NA,869311.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430684.9834,NA,NA,NA,266509.0931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399362.7345,NA,NA,NA,NA,NA,NA,NA,110206.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,141300.2905,NA,NA,NA,NA,NA,NA,294273.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
